Shell Sort,559.504,14000000
Heap Sort,3021.2,14000000
Merge Sort,1613.37,14000000
Quick Sort,854.729,14000000
qsort,630.695,14000000
Radix sort,22943,14000000
Counting Sort,271.273,14000000
Flash Sort,532.676,14000000
Shell Sort,635.44,16000000
Heap Sort,3473.43,16000000
Merge Sort,1855.65,16000000
Quick Sort,965.258,16000000
qsort,735.886,16000000
Radix sort,26197.6,16000000
Counting Sort,303.195,16000000
Flash Sort,607.009,16000000
Shell Sort,799.414,20000000
Heap Sort,4389.13,20000000
Merge Sort,2367.63,20000000
Quick Sort,1236.43,20000000
qsort,919.617,20000000
Radix sort,32655.8,20000000
Counting Sort,387.884,20000000
Flash Sort,761.279,20000000
